,ID,PredictedProb
21060,42096,0.63
21061,42099,0.92
21062,42100,0.67
21063,42103,0.93
21064,42106,0.65
21065,42108,0.82
21066,42109,0.66
21067,42111,0.86
21068,42114,0.65
21069,42117,0.68
21070,42118,0.98
21071,42119,0.72
21072,42121,0.87
21073,42122,0.56
21074,42130,0.81
21075,42131,0.88
21076,42132,0.79
21077,42133,0.88
21078,42134,0.92
21079,42135,0.87
21080,42138,0.77
21081,42139,0.69
21082,42140,0.66
21083,42144,0.75
21084,42146,0.77
21085,42147,0.92
21086,42149,0.76
21087,42151,0.7
21088,42152,0.73
21089,42154,0.75
21090,42155,0.73
21091,42156,0.53
21092,42158,0.96
21093,42159,0.76
21094,42163,0.9
21095,42164,0.8
21096,42165,0.79
21097,42167,0.76
21098,42169,0.76
21099,42170,0.64
21100,42172,0.52
21101,42173,0.91
21102,42174,0.71
21103,42177,0.86
21104,42178,0.72
21105,42185,0.83
21106,42194,0.68
21107,42195,0.75
21108,42197,0.57
21109,42198,0.47
21110,42199,0.81
21111,42202,0.7
21112,42204,0.99
21113,42207,0.83
21114,42210,0.94
21115,42213,0.94
21116,42214,0.93
21117,42217,0.63
21118,42219,0.69
21119,42222,0.74
21120,42224,0.77
21121,42225,0.74
21122,42228,0.82
21123,42232,0.97
21124,42235,0.84
21125,42238,0.78
21126,42242,0.89
21127,42243,0.86
21128,42244,0.86
21129,42245,0.56
21130,42247,0.9
21131,42248,0.85
21132,42249,0.51
21133,42252,0.57
21134,42253,0.82
21135,42255,0.85
21136,42261,0.43
21137,42262,0.59
21138,42263,0.5
21139,42268,0.76
21140,42270,0.96
21141,42274,0.52
21142,42275,0.75
21143,42276,0.84
21144,42277,0.64
21145,42278,0.83
21146,42279,0.79
21147,42281,0.76
21148,42283,0.71
21149,42286,0.55
21150,42289,0.57
21151,42292,0.65
21152,42293,0.87
21153,42294,0.68
21154,42296,0.87
21155,42298,0.87
21156,42300,0.69
21157,42304,0.75
21158,42305,0.56
21159,42306,0.83
21160,42308,0.62
21161,42310,0.86
21162,42313,0.57
21163,42314,0.75
21164,42317,0.82
21165,42318,0.8
21166,42319,0.71
21167,42320,0.87
21168,42323,0.74
21169,42324,0.66
21170,42325,0.72
21171,42326,0.78
21172,42329,0.86
21173,42331,0.56
21174,42332,0.43
21175,42333,0.8
21176,42334,0.63
21177,42337,0.97
21178,42338,0.86
21179,42339,0.69
21180,42341,0.69
21181,42342,0.75
21182,42344,0.696
21183,42346,0.61
21184,42347,0.73
21185,42348,0.67
21186,42349,0.93
21187,42352,0.95
21188,42354,0.89
21189,42355,0.77
21190,42356,0.62
21191,42357,0.68
21192,42361,0.37
21193,42363,0.99
21194,42365,0.97
21195,42367,0.89
21196,42370,0.8
21197,42372,0.86
21198,42374,0.9
21199,42375,0.91
21200,42376,0.76
21201,42377,0.91
21202,42378,0.9
21203,42382,0.97
21204,42384,0.95
21205,42388,0.75
21206,42390,0.72
21207,42394,0.82
21208,42397,0.95
21209,42399,0.73
21210,42403,0.75
21211,42405,0.92
21212,42409,0.69
21213,42412,0.92
21214,42417,0.69
21215,42418,0.45
21216,42421,0.59
21217,42424,0.67
21218,42428,0.84
21219,42429,0.49
21220,42431,0.53
21221,42433,0.7
21222,42437,0.72
21223,42440,0.78
21224,42442,0.94
21225,42443,0.7
21226,42445,0.75
21227,42446,0.69
21228,42450,0.93
21229,42451,0.75
21230,42454,0.96
21231,42455,0.91
21232,42456,0.6
21233,42458,0.76
21234,42459,0.71
21235,42461,0.62
21236,42463,0.57
21237,42464,0.86
21238,42465,0.89
21239,42466,0.62
21240,42467,0.78
21241,42470,0.77
21242,42473,0.91
21243,42475,0.95
21244,42478,0.84
21245,42479,0.65
21246,42480,0.86
21247,42481,0.88
21248,42482,0.94
21249,42486,0.64
21250,42487,0.96
21251,42490,0.74
21252,42494,0.7
21253,42495,0.47
21254,42496,0.69
21255,42497,0.84
21256,42498,0.7
21257,42500,0.47
21258,42501,0.64
21259,42502,0.92
21260,42505,0.63
21261,42506,0.64
21262,42507,0.86
21263,42508,0.73
21264,42509,0.74
21265,42510,0.92
21266,42511,0.69
21267,42512,0.85
21268,42516,0.98
21269,42517,0.89
21270,42518,0.99
21271,42522,0.86
21272,42524,0.53
21273,42532,0.78
21274,42533,0.78
21275,42535,0.49
21276,42536,0.68
21277,42540,0.96
21278,42541,0.61
21279,42542,0.98
21280,42546,0.87
21281,42549,0.81
21282,42550,0.63
21283,42551,0.43
21284,42555,0.83
21285,42556,0.52
21286,42557,0.62
21287,42558,0.86
21288,42559,0.4
21289,42561,0.7
21290,42564,0.81
21291,42566,0.91
21292,42568,0.91
21293,42569,0.66
21294,42570,0.79
21295,42571,0.91
21296,42573,0.72
21297,42574,0.71
21298,42575,0.77
21299,42578,0.95
21300,42579,0.75
21301,42580,0.46
21302,42582,0.77
21303,42583,0.86
21304,42587,0.96
21305,42589,0.83
21306,42591,0.88
21307,42592,0.9
21308,42593,0.71
21309,42594,0.7
21310,42595,0.55
21311,42596,0.71
21312,42598,0.66
21313,42599,0.83
21314,42600,0.91
21315,42602,0.77
21316,42603,0.95
21317,42606,0.69
21318,42607,0.98
21319,42608,0.69
21320,42612,0.57
21321,42613,0.84
21322,42616,0.8774311141932502
21323,42618,0.52
21324,42620,0.94
21325,42621,0.84
21326,42622,0.84
21327,42623,0.58
21328,42624,0.81
21329,42625,0.91
21330,42627,0.69
21331,42629,0.59
21332,42630,0.74
21333,42631,0.33
21334,42632,0.44
21335,42636,0.89
21336,42637,0.93
21337,42639,0.94
21338,42644,0.82
21339,42648,0.88
21340,42649,0.95
21341,42650,0.83
21342,42651,0.7
21343,42657,0.45
21344,42659,0.74
21345,42660,0.63
21346,42662,0.78
21347,42663,0.77
21348,42665,0.7
21349,42666,0.7
21350,42669,0.57
21351,42672,0.73
21352,42674,0.74
21353,42678,0.9
21354,42683,0.92
21355,42684,0.94
21356,42687,0.55
21357,42689,0.61
21358,42690,0.37
21359,42692,0.82
21360,42694,0.93
21361,42696,0.8
21362,42697,0.63
21363,42699,0.84
21364,42700,0.86
21365,42703,0.84
21366,42705,0.83
21367,42710,0.92
21368,42711,0.79
21369,42713,0.56
21370,42716,0.79
21371,42717,0.86
21372,42719,0.91
21373,42720,0.73
21374,42721,0.74
21375,42722,0.94
21376,42723,0.93
21377,42730,0.97
21378,42733,0.94
21379,42734,0.94
21380,42735,0.66
21381,42737,0.8
21382,42738,0.68
21383,42739,0.64
21384,42740,0.88
21385,42741,0.8
21386,42744,0.83
21387,42747,0.73
21388,42748,0.8
21389,42749,0.77
21390,42750,0.72
21391,42753,0.9
21392,42755,0.5
21393,42757,0.78
21394,42758,0.84
21395,42760,0.97
21396,42761,0.8
21397,42763,0.91
21398,42764,0.46
21399,42766,0.84
21400,42768,0.64
21401,42769,0.6
21402,42770,0.43
21403,42772,0.4
21404,42773,0.87
21405,42774,0.9
21406,42775,0.97
21407,42776,0.9
21408,42778,0.67
21409,42780,0.65
21410,42781,0.6
21411,42782,0.5
21412,42785,0.58
21413,42786,0.91
21414,42787,0.77
21415,42791,0.7
21416,42793,0.73
21417,42794,0.79
21418,42796,0.78
21419,42797,0.71
21420,42798,0.83
21421,42799,0.57
21422,42804,0.66
21423,42810,0.91
21424,42814,1.0
21425,42815,0.87
21426,42816,0.94
21427,42821,0.95
21428,42824,0.47
21429,42826,0.73
21430,42828,0.67
21431,42829,0.57
21432,42832,0.68
21433,42834,0.84
21434,42837,0.74
21435,42838,0.73
21436,42842,0.93
21437,42843,0.81
21438,42845,0.9
21439,42846,0.99
21440,42847,0.96
21441,42852,0.5
21442,42853,0.74
21443,42854,0.49
21444,42857,0.91
21445,42860,0.46
21446,42863,0.78
21447,42869,0.92
21448,42872,0.94
21449,42874,0.93
21450,42877,0.94
21451,42883,0.77
21452,42884,0.84
21453,42885,0.56
21454,42887,0.85
21455,42888,0.69
21456,42890,0.86
21457,42893,0.74
21458,42894,0.95
21459,42899,0.95
21460,42901,0.86
21461,42902,0.8
21462,42905,0.85
21463,42906,0.99
21464,42907,0.95
21465,42908,0.86
21466,42909,0.98
21467,42910,0.98
21468,42913,0.82
21469,42914,0.57
21470,42919,0.79
21471,42921,0.68
21472,42923,0.73
21473,42924,0.69
21474,42930,0.83
21475,42933,0.78
21476,42934,0.65
21477,42937,0.35
21478,42938,0.76
21479,42944,0.64
21480,42946,0.66
21481,42947,0.81
21482,42948,0.88
21483,42949,0.81
21484,42950,0.97
21485,42954,0.93
21486,42955,0.92
21487,42957,0.71
21488,42960,0.73
21489,42962,0.58
21490,42971,0.66
21491,42972,0.96
21492,42974,0.94
21493,42975,0.72
21494,42977,0.74
21495,42982,0.64
21496,42983,0.49
21497,42987,0.74
21498,42989,0.77
21499,42990,0.6
21500,42991,0.82
21501,42992,0.8
21502,42993,0.78
21503,42994,0.9
21504,42995,0.43
21505,43002,0.9
21506,43005,0.97
21507,43007,0.8
21508,43011,0.77
21509,43012,0.85
21510,43013,0.92
21511,43016,0.72
21512,43017,0.93
21513,43018,0.82
21514,43019,0.76
21515,43022,0.78
21516,43025,0.63
21517,43026,0.68
21518,43031,0.72
21519,43034,0.42
21520,43035,0.92
21521,43036,0.66
21522,43039,0.95
21523,43043,0.44
21524,43046,0.85
21525,43048,0.71
21526,43049,0.95
21527,43053,0.79
21528,43058,0.82
21529,43059,0.86
21530,43061,0.61
21531,43063,0.82
21532,43064,0.91
21533,43072,0.94
21534,43078,0.83
21535,43079,0.9
21536,43080,0.83
21537,43081,0.89
21538,43082,0.58
21539,43083,0.94
21540,43084,0.9
21541,43087,0.95
21542,43088,0.69
21543,43090,0.95
21544,43093,0.68
21545,43098,0.83
21546,43101,0.46
21547,43102,0.92
21548,43103,0.88
21549,43104,0.75
21550,43109,0.87
21551,43110,0.67
21552,43111,0.55
21553,43112,0.69
21554,43118,0.63
21555,43120,0.9
21556,43123,0.79
21557,43125,0.93
21558,43127,0.87
21559,43128,0.67
21560,43129,0.8
21561,43131,0.9
21562,43132,0.94
21563,43133,0.92
21564,43134,0.95
21565,43135,0.84
21566,43136,0.55
21567,43137,0.7
21568,43141,0.9
21569,43146,0.84
21570,43147,0.38
21571,43148,0.8
21572,43150,0.56
21573,43151,0.92
21574,43153,0.9
21575,43156,0.83
21576,43158,0.88
21577,43159,0.88
21578,43160,0.7
21579,43161,0.98
21580,43162,0.94
21581,43163,0.91
21582,43164,0.85
21583,43165,0.85
21584,43166,0.41
21585,43167,0.91
21586,43168,0.74
21587,43174,0.93
21588,43180,0.69
21589,43183,0.95
21590,43185,0.99
21591,43187,0.93
21592,43188,0.92
21593,43189,0.61
21594,43193,0.73
21595,43201,0.74
21596,43202,0.69
21597,43203,0.53
21598,43205,0.67
21599,43210,0.82
21600,43212,0.71
21601,43220,0.74
21602,43223,0.9
21603,43225,0.67
21604,43226,0.81
21605,43227,0.69
21606,43228,0.89
21607,43230,0.85
21608,43231,0.73
21609,43232,0.83
21610,43233,0.71
21611,43234,0.54
21612,43235,0.57
21613,43239,0.93
21614,43240,0.65
21615,43241,0.69
21616,43243,0.88
21617,43244,0.86
21618,43247,0.84
21619,43249,0.83
21620,43250,0.65
21621,43251,0.938547619047619
21622,43254,0.75
21623,43255,0.72
21624,43256,0.96
21625,43259,0.86
21626,43264,0.62
21627,43266,0.94
21628,43267,0.57
21629,43268,0.92
21630,43269,0.83
21631,43270,0.69
21632,43271,0.66
21633,43273,0.9
21634,43274,0.77
21635,43276,0.69
21636,43277,0.67
21637,43279,0.9
21638,43280,0.97
21639,43281,0.71
21640,43282,0.73
21641,43283,0.4
21642,43284,0.6
21643,43289,0.93
21644,43291,0.81
21645,43292,0.65
21646,43296,0.81
21647,43297,0.69
21648,43298,0.74
21649,43299,0.92
21650,43303,0.91
21651,43304,0.69
21652,43308,0.86
21653,43309,0.75
21654,43310,0.92
21655,43311,0.83
21656,43313,0.65
21657,43314,0.88
21658,43318,0.74
21659,43319,0.91
21660,43320,0.84
21661,43321,0.68
21662,43323,0.68
21663,43325,0.96
21664,43326,0.79
21665,43331,0.79
21666,43332,0.59
21667,43335,0.8
21668,43336,0.75
21669,43337,0.75
21670,43338,0.51
21671,43339,0.76
21672,43340,0.94
21673,43342,0.79
21674,43343,0.69
21675,43347,0.49
21676,43350,0.56
21677,43352,0.85
21678,43353,0.72
21679,43355,0.61
21680,43356,0.95
21681,43357,0.67
21682,43358,0.77
21683,43364,0.53
21684,43365,0.85
21685,43367,0.84
21686,43368,0.72
21687,43369,0.95
21688,43372,0.66
21689,43375,0.89
21690,43376,0.52
21691,43379,0.81
21692,43381,0.74
21693,43382,0.72
21694,43383,0.85
21695,43388,0.87
21696,43390,0.83
21697,43391,0.846
21698,43393,0.53
21699,43396,0.64
21700,43398,0.79
21701,43399,0.77
21702,43400,0.83
21703,43403,0.51
21704,43405,0.57
21705,43406,0.82
21706,43407,0.72
21707,43408,0.77
21708,43412,0.64
21709,43413,0.75
21710,43415,0.55
21711,43418,0.98
21712,43421,0.78
21713,43424,0.78
21714,43427,0.75
21715,43428,0.94
21716,43430,0.98
21717,43431,0.8
21718,43433,0.97
21719,43435,0.95
21720,43439,0.73
21721,43440,0.8
21722,43441,0.82
21723,43442,0.79
21724,43443,0.74
21725,43445,0.58
21726,43452,0.42
21727,43453,0.74
21728,43454,0.73
21729,43457,0.73
21730,43463,0.87
21731,43466,0.65
21732,43467,0.89
21733,43468,0.84
21734,43476,0.99
21735,43478,0.58
21736,43479,0.69
21737,43480,0.72
21738,43481,0.96
21739,43483,0.67
21740,43484,0.9
21741,43485,0.92
21742,43486,0.9
21743,43487,0.67
21744,43489,0.85
21745,43490,0.96
21746,43491,0.73
21747,43492,0.84
21748,43496,0.84
21749,43497,0.78
21750,43499,0.9
21751,43503,0.72
21752,43504,0.7
21753,43505,0.86
21754,43508,0.81
21755,43509,0.89
21756,43510,0.61
21757,43512,0.77
21758,43513,0.94
21759,43514,0.8
21760,43515,0.79
21761,43516,0.74
21762,43520,0.82
21763,43521,0.92
21764,43523,0.63
21765,43524,0.78
21766,43525,0.85
21767,43527,0.89
21768,43529,0.8
21769,43530,0.52
21770,43531,0.71
21771,43533,0.58
21772,43534,0.26
21773,43535,0.87
21774,43536,0.87
21775,43538,0.81
21776,43543,0.6
21777,43544,0.83
21778,43545,0.76
21779,43547,0.65
21780,43548,0.33
21781,43549,0.82
21782,43550,0.96
21783,43552,0.66
21784,43553,0.52
21785,43555,0.79
21786,43557,0.82
21787,43558,0.94
21788,43559,0.72
21789,43560,0.61
21790,43561,0.9
21791,43566,0.72
21792,43567,0.91
21793,43568,0.92
21794,43569,0.71
21795,43570,0.82
21796,43571,0.82
21797,43573,0.76
21798,43576,0.94
21799,43577,0.83
21800,43578,0.57
21801,43579,0.83
21802,43580,0.66
21803,43581,0.88
21804,43582,0.89
21805,43585,0.73
21806,43587,0.63
21807,43588,0.56
21808,43591,1.0
21809,43593,0.86
21810,43596,0.95
21811,43598,0.82
21812,43599,0.62
21813,43600,0.77
21814,43603,0.68
21815,43605,0.36
21816,43606,0.64
21817,43608,0.92
21818,43609,0.59
21819,43610,0.45
21820,43612,0.71
21821,43614,0.66
21822,43616,0.5
21823,43618,0.83
21824,43619,0.87
21825,43620,0.68
21826,43621,0.9
21827,43622,0.71
21828,43623,0.74
21829,43624,0.57
21830,43625,0.78
21831,43626,0.42
21832,43628,0.69
21833,43629,0.48
21834,43630,0.83
21835,43631,0.89
21836,43632,0.65
21837,43633,0.89
21838,43635,0.81
21839,43636,0.83
21840,43640,0.83
21841,43641,0.91
21842,43645,0.9
21843,43650,0.98
21844,43652,0.84
21845,43654,0.85
21846,43655,0.92
21847,43656,0.79
21848,43657,0.94
21849,43658,0.6
21850,43660,0.93
21851,43661,0.86
21852,43663,0.84
21853,43664,0.57
21854,43666,0.75
21855,43667,0.83
21856,43668,0.88
21857,43670,0.82
21858,43672,0.63
21859,43674,0.86
21860,43676,0.78
21861,43677,0.62
21862,43680,0.52
21863,43681,0.67
21864,43682,0.78
21865,43683,0.64
21866,43684,0.65
21867,43686,0.91
21868,43690,0.68
21869,43691,0.6
21870,43692,0.55
21871,43694,0.63
21872,43700,0.78
21873,43701,0.86
21874,43704,0.71
21875,43706,0.48
21876,43711,0.49
21877,43712,0.86
21878,43713,0.74
21879,43715,0.91
21880,43716,0.92
21881,43717,0.88
21882,43720,0.73
21883,43722,0.92
21884,43724,0.51
21885,43725,0.75
21886,43726,0.62
21887,43727,0.72
21888,43728,0.47
21889,43729,0.78
21890,43732,0.95
21891,43733,0.73
21892,43734,0.83
21893,43736,0.77
21894,43740,0.75
21895,43744,0.57
21896,43748,0.9
21897,43749,0.72
21898,43750,0.81
21899,43753,0.55
21900,43754,0.86
21901,43756,0.86
21902,43758,0.74
21903,43759,0.18
21904,43760,0.71
21905,43761,0.59
21906,43763,0.96
21907,43764,0.86
21908,43765,0.88
21909,43767,0.88
21910,43772,0.58
21911,43773,0.61
21912,43774,0.72
21913,43775,0.92
21914,43777,0.91
21915,43778,0.69
21916,43779,0.92
21917,43780,0.55
21918,43781,0.63
21919,43784,0.6
21920,43785,0.81
21921,43786,0.96
21922,43788,0.87
21923,43789,0.91
21924,43790,0.92
21925,43797,0.91
21926,43798,0.86
21927,43799,0.6
21928,43800,0.63
21929,43801,0.49
21930,43802,0.8
21931,43806,0.78
21932,43807,0.73
21933,43810,0.94
21934,43811,0.86
21935,43814,0.74
21936,43815,0.62
21937,43816,0.52
21938,43818,0.84
21939,43819,0.78
21940,43820,0.635
21941,43823,0.93
21942,43826,0.76
21943,43827,0.78
21944,43834,0.89
21945,43835,0.59
21946,43836,0.8585476190476191
21947,43839,0.84
21948,43840,0.88
21949,43841,0.8
21950,43842,0.84
21951,43844,0.8059999999999999
21952,43845,0.87
21953,43848,0.8
21954,43850,0.88
21955,43853,0.68
21956,43854,0.71
21957,43855,0.78
21958,43857,0.85
21959,43861,0.65
21960,43862,0.91
21961,43863,0.49
21962,43866,0.89
21963,43867,0.66
21964,43868,0.96
21965,43869,0.66
21966,43872,0.66
21967,43877,0.73
21968,43882,0.74
21969,43887,0.81
21970,43892,0.64
21971,43895,0.4
21972,43897,0.36
21973,43898,0.38
21974,43899,0.79
21975,43901,0.68
21976,43902,0.9
21977,43905,0.9
21978,43906,0.69
21979,43907,0.81
21980,43908,0.55
21981,43909,0.87
21982,43910,0.75
21983,43911,0.93
21984,43913,0.87
21985,43916,0.62
21986,43918,0.55
21987,43924,0.82
21988,43930,0.54
21989,43931,0.57
21990,43932,0.97
21991,43933,0.7
21992,43944,0.74
21993,43945,0.98
21994,43946,0.55
21995,43947,0.65
21996,43950,0.81
21997,43951,0.53
21998,43952,0.93
21999,43953,0.56
22000,43957,0.7
22001,43959,0.92
22002,43961,0.74
22003,43962,0.47
22004,43965,0.71
22005,43967,0.9
22006,43968,0.67
22007,43970,0.74
22008,43972,0.81
22009,43973,0.9
22010,43974,0.77
22011,43975,0.74
22012,43976,0.89
22013,43977,0.71
22014,43979,0.81
22015,43980,0.93
22016,43981,0.89
22017,43983,0.69
22018,43984,0.39
22019,43992,0.9
22020,43993,0.7685476190476191
22021,43995,0.96
22022,43996,0.75
22023,43999,0.67
22024,44001,0.8
22025,44002,0.72
22026,44003,0.49
22027,44004,0.81
22028,44005,0.76
22029,44006,0.68
22030,44007,0.9
22031,44008,0.63
22032,44012,0.9
22033,44013,0.92
22034,44018,0.84
22035,44020,0.9
22036,44021,0.83
22037,44023,0.93
22038,44028,0.85
22039,44029,0.89
22040,44030,0.81
22041,44032,0.69
22042,44033,0.69
22043,44034,0.95
22044,44035,0.78
22045,44036,0.6
22046,44037,0.94
22047,44041,0.6
22048,44043,0.91
22049,44044,0.87
22050,44045,0.64
22051,44046,0.38
22052,44049,0.94
22053,44055,0.64
22054,44058,0.6
22055,44059,0.82
22056,44061,0.8
22057,44063,0.7
22058,44067,0.66
22059,44068,0.68
22060,44069,0.36
22061,44070,0.34
22062,44072,0.62
22063,44074,0.89
22064,44075,0.59
22065,44077,0.88
22066,44080,0.76
22067,44083,0.68
22068,44089,0.43
22069,44091,0.69
22070,44092,0.69
22071,44094,0.7
22072,44096,0.64
22073,44097,0.74
22074,44102,0.89
22075,44105,0.88
22076,44109,0.72
22077,44112,0.87
22078,44114,0.86
22079,44116,0.94
22080,44117,0.91
22081,44118,0.99
22082,44119,0.52
22083,44122,0.76
22084,44123,0.75
22085,44125,0.48
22086,44127,0.89
22087,44128,0.75
22088,44136,0.45
22089,44139,0.88
22090,44140,0.93
22091,44142,0.86
22092,44145,0.34
22093,44146,0.94
22094,44149,0.77
22095,44150,0.48
22096,44151,0.69
22097,44154,0.6
22098,44155,0.9
22099,44156,0.84
22100,44159,0.64
22101,44162,0.6
22102,44165,0.88
22103,44166,0.76
22104,44172,0.92
22105,44173,0.77
22106,44178,0.9
22107,44179,0.82
22108,44191,0.67
22109,44192,0.87
22110,44193,0.7
22111,44195,0.56
22112,44196,0.9
22113,44197,0.8
22114,44199,0.63
22115,44202,0.8
22116,44203,0.6
22117,44204,0.83
22118,44205,0.65
22119,44206,0.69
22120,44209,0.83
22121,44212,0.87
22122,44213,0.64
22123,44215,0.83
22124,44216,0.92
22125,44217,0.96
22126,44220,0.72
22127,44221,0.81
22128,44224,0.77
22129,44225,0.7
22130,44226,0.92
22131,44229,0.91
22132,44230,0.64
22133,44231,0.73
22134,44232,0.72
22135,44235,0.61
22136,44236,0.73
22137,44238,0.59
22138,44241,0.54
22139,44243,0.98
22140,44248,0.67
22141,44251,0.79
22142,44252,0.89
22143,44254,0.71
22144,44257,0.8
22145,44259,0.8
22146,44261,0.91
22147,44262,0.89
22148,44266,0.8
22149,44269,0.69
22150,44271,0.59
22151,44274,0.89
22152,44276,0.66
22153,44281,0.63
22154,44282,0.64
22155,44283,0.6
22156,44284,0.63
22157,44286,0.57
22158,44290,0.74
22159,44293,0.97
22160,44295,0.85
22161,44300,0.86
22162,44301,0.92
22163,44305,0.33
22164,44307,0.66
22165,44309,0.83
22166,44311,0.78
22167,44312,0.96
22168,44313,0.65
22169,44317,0.88
22170,44318,0.81
22171,44319,0.74
22172,44321,0.45
22173,44323,0.85
22174,44324,0.81
22175,44326,0.92
22176,44329,0.77
22177,44330,0.5888834951456311
22178,44332,0.88
22179,44337,0.89
22180,44338,0.71
22181,44339,0.71
22182,44342,0.85
22183,44344,0.9
22184,44345,0.63
22185,44346,0.76
22186,44353,0.83
22187,44354,0.65
22188,44355,0.77
22189,44357,0.79
22190,44358,0.75
22191,44359,0.79
22192,44360,0.73
22193,44361,0.61
22194,44362,0.49
22195,44363,0.72
22196,44364,0.66
22197,44366,0.92
22198,44367,0.77
22199,44375,0.86
22200,44378,0.91
22201,44380,0.74
22202,44384,0.77
22203,44385,0.86
22204,44386,0.79
22205,44387,0.74
22206,44388,0.85
22207,44394,0.73
22208,44398,0.86
22209,44400,0.85
22210,44401,0.89
22211,44403,0.73
22212,44408,0.73
22213,44409,0.62
22214,44413,0.79
22215,44414,0.64
22216,44415,0.63
22217,44419,0.74
22218,44420,0.56
22219,44421,0.82
22220,44422,0.76
22221,44423,0.83
22222,44427,0.94
22223,44430,0.96
22224,44431,0.5
22225,44432,0.95
22226,44433,0.92
22227,44439,0.65
22228,44442,0.9
22229,44444,0.61
22230,44445,0.45
22231,44446,0.68
22232,44448,0.84
22233,44452,0.99
22234,44455,0.8
22235,44456,0.78
22236,44466,0.95
22237,44469,0.9
22238,44471,0.82
22239,44476,0.76
22240,44478,0.67
22241,44480,0.93
22242,44483,0.29
22243,44486,0.66
22244,44489,0.82
22245,44490,0.79
22246,44492,0.71
22247,44496,0.55
22248,44498,0.89
22249,44499,0.37
22250,44500,0.86
22251,44503,0.78
22252,44506,0.65
22253,44509,0.75
22254,44511,0.75
22255,44512,0.55
22256,44513,0.61
22257,44514,0.74
22258,44516,0.73
22259,44519,0.75
22260,44520,0.64
22261,44521,0.68
22262,44522,0.63
22263,44523,0.96
22264,44528,0.77
22265,44529,0.74
22266,44531,0.91
22267,44535,0.66
22268,44537,0.98
22269,44538,0.62
22270,44539,0.82
22271,44541,0.87
22272,44543,0.73
22273,44544,0.74
22274,44545,0.76
22275,44546,0.51
22276,44547,0.77
22277,44548,0.85
22278,44549,0.77
22279,44552,0.9
22280,44554,0.94
22281,44555,0.94
22282,44558,0.74
22283,44560,0.84
22284,44562,0.82
22285,44563,0.68
22286,44568,0.83
22287,44570,0.9
22288,44571,0.45
22289,44573,0.53
22290,44574,0.63
22291,44575,0.88
22292,44577,0.84
22293,44578,0.81
22294,44579,0.88
22295,44580,0.65
22296,44583,0.87
22297,44585,0.71
22298,44590,0.88
22299,44592,0.64
22300,44593,0.93
22301,44594,0.62
22302,44595,0.77
22303,44597,0.77
22304,44599,0.91
22305,44600,0.69
22306,44601,0.63
22307,44602,0.4788834951456311
22308,44604,0.59
22309,44605,0.83
22310,44608,0.88
22311,44609,0.82
22312,44611,0.82
22313,44612,0.44
22314,44617,0.77
22315,44622,0.74
22316,44624,0.61
22317,44627,0.52
22318,44628,0.66
22319,44629,0.78
22320,44630,0.67
22321,44633,0.75
22322,44637,0.7
22323,44638,0.86
22324,44639,0.86
22325,44640,0.53
22326,44642,0.65
22327,44644,0.41
22328,44645,0.73
22329,44646,0.68
22330,44650,0.69
22331,44653,0.8
22332,44655,0.63
22333,44659,0.44
22334,44661,0.67
22335,44664,0.52
22336,44665,0.69
22337,44667,0.77
22338,44669,0.83
22339,44670,0.76
22340,44672,0.91
22341,44673,0.57
22342,44675,0.68
22343,44677,0.54
22344,44681,0.96
22345,44682,0.45
22346,44686,0.92
22347,44687,0.9
22348,44688,0.74
22349,44689,0.98
22350,44690,0.79
22351,44691,0.69
22352,44695,0.77
22353,44697,0.86
22354,44700,0.75
22355,44701,0.64
22356,44703,0.87
22357,44704,0.62
22358,44705,0.76
22359,44707,0.76
22360,44710,0.57
22361,44712,0.67
22362,44713,0.85
22363,44716,0.97
22364,44717,0.96
22365,44720,0.92
22366,44726,0.6
22367,44727,0.84
22368,44728,0.94
22369,44732,0.76
22370,44734,0.82
22371,44736,0.91
22372,44737,0.68
22373,44738,0.88
22374,44742,0.88
22375,44744,0.82
22376,44745,0.86
22377,44746,0.66
22378,44749,0.96
22379,44750,0.78
22380,44752,0.94
22381,44753,0.62
22382,44756,0.94
22383,44759,0.56
22384,44761,0.49
22385,44764,0.75
22386,44765,0.61
22387,44766,0.95
22388,44767,0.61
22389,44768,0.9
22390,44776,0.89
22391,44779,0.4
22392,44781,0.88
22393,44785,0.62
22394,44788,0.55
22395,44790,0.85
22396,44793,0.55
22397,44794,0.71
22398,44796,0.91
22399,44800,0.9
22400,44801,0.42
22401,44802,0.68
22402,44803,0.82
22403,44804,0.93
22404,44806,0.94
22405,44807,0.9
22406,44808,0.84
22407,44810,0.53
22408,44811,0.89
22409,44812,0.89
22410,44821,0.67
22411,44823,0.76
22412,44824,0.82
22413,44825,0.71
22414,44826,0.58
22415,44828,0.92
22416,44831,0.62
22417,44833,0.77
22418,44836,0.61
22419,44837,0.85
22420,44838,0.7
22421,44839,0.62
22422,44841,0.91
22423,44843,0.85
22424,44845,0.73
22425,44846,0.8
22426,44850,0.68
22427,44852,0.61
22428,44855,0.71
22429,44857,0.86
22430,44860,0.9
22431,44861,0.74
22432,44862,0.84
22433,44865,0.92
22434,44866,0.88
22435,44867,0.85
22436,44870,0.73
22437,44871,0.8
22438,44872,0.94
22439,44874,0.75
22440,44875,0.55
22441,44876,0.95
22442,44877,0.83
22443,44878,0.69
22444,44879,0.93
22445,44880,0.9
22446,44882,0.4
22447,44883,0.72
22448,44884,0.92
22449,44885,0.86
22450,44893,0.54
22451,44899,0.54
22452,44900,0.83
22453,44904,0.52
22454,44907,0.89
